I_D,FLAG_TSUNAMI,YEAR,EQ_PRIMARY,COUNTRY,LATITUDE,LONGITUDE,REGION_CODE,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
2987,Tsu,1913,7.9,PERU,-17,-74,160,,2,,,,,,3,,3,,3
2984,,1913,6,CHINA,28.4,102.3,30,,2,,,,,,2,,2,,
10279,Tsu,1913,6.7,PANAMA,7.1,-80.6,100,,1,,,,,,1,,1,,3
6261,Tsu,1913,7,PAPUA NEW GUINEA,-7,148,170,,,,,,,,,,,,
2989,,1913,8.1,VANUATU,-19.5,169,170,,,,,,,,,,,,
2990,,1913,6.3,PERU,-14.2,-72.9,160,150,3,,,,,,3,,3,,
2992,,1913,7.5,VANUATU,-18,169,170,,,,,,,,,,,,
2993,,1913,7,CHINA,24.15,102.45,30,942,3,,,112,3,,3,,4,,
2994,Tsu,1914,7.1,JAPAN,31.58,130.67,30,63,1,,,112,3,19,3,2268,4,,
6262,Tsu,1914,,PERU,-12,-76.6,160,,,,,,,,,,,,
7785,Tsu,1914,,ITALY,43.5,10.2,130,,,,,,,,,,,,
2997,,1914,7.6,CHILE,-35,-73,160,,,,,,,,,,,,
6578,Tsu,1914,7.2,PERU,-17,-72,160,,,,,,,,,,,,
2999,,1914,7.2,JAPAN,39.2,139.8,30,94,2,,,,,,3,640,3,,
3001,,1914,7.5,MEXICO,16.8,-92.2,150,,,,,,,,,,,,
3002,,1914,4.9,ITALY,37.7,15.2,130,120,3,,,,,,3,223,3,,
3005,Tsu,1914,8.1,INDONESIA,-1.829,136.943,170,,3,,,,,,2,,3,,
3007,,1914,5.6,TURKEY,39.2,36,140,,,,,,,,,,,,
3008,,1914,5.8,ECUADOR,-0.2,-78.2,160,,,,,,,,,,,,
3010,Tsu,1914,7.6,INDONESIA,-3.924,101.82,60,20,1,,,20,1,,1,,1,,
3012,,1914,7.5,CHINA,43.5,91.5,40,1,1,,,,,,1,,2,,
3013,,1914,,PERU,-15.5,-73.2,160,,,,,,,,,,,,
3016,,1914,7,TURKEY,37.82,30.27,140,4000,4,,,700,3,,4,17000,4,,
10064,Tsu,1914,,NEW ZEALAND,-37.8,178.2,170,1,1,,,,,,2,,,,
7869,,1914,6,GREECE,38.25,23.25,130,,,,,,,,,,,,
3019,,1914,7.6,PALAU,6,132.5,170,,,,,,,,,,,,
3020,,1914,8.1,JAPAN,22,143,30,,,,,,,,,,,,
3021,Tsu,1914,6.3,GREECE,38.8,20.6,130,14,1,,,,,,3,,3,,2
3022,,1914,,PERU,-15.2,-73.2,160,,,,,,,,,,,,
3025,,1915,7.5,ITALY,42,13.5,130,29978,4,,,,,60,4,,,,
3028,,1915,7.7,JAPAN,23.6,123.5,30,,,,,,,,,,,,
3029,,1915,8.1,RUSSIA,47,155,50,,,,,,,,,,,,
3031,,1915,,PHILIPPINES,11.3,122.3,170,,,,,,,,,,,,
6264,Tsu,1915,,INDONESIA,-3.644,133.695,170,,,,,,,,,,,,
3032,,1915,7.6,PERU,-18.5,-68.5,160,,,,,,,,,,,,
3033,,1915,6.2,USA,32.8,-115.5,150,,,,,,,,,,,,
3034,,1915,7.3,RUSSIA,53.5,163.3,50,,,,,,,,,,,,
6579,Tsu,1915,6.7,GREECE,38.5,20.7,130,,,,,,,,3,,3,,2
3037,Tsu,1915,7.9,EL SALVADOR,14,-89,100,,,,,,,,,,,,
3038,,1915,7.6,USA,40.5,-117.5,150,,,,,,,,1,,,,
3041,Tsu,1915,7.8,JAPAN,38.3,142.9,30,,,,,,,,1,,,,
6542,Tsu,1915,6,INDONESIA,-1,136,170,,,,,,,,,,,,
6314,Tsu,1915,6.4,PHILIPPINES,18,119.5,170,,,,,,,,1,,,,1
7995,,1915,7,CHINA,29.5,91.5,40,170,3,,,,,,2,,3,,
3023,,1915,6.6,EL SALVADOR,14.56,-88.76,100,,1,,,,,,2,,3,,
3043,Tsu,1916,7.9,PAPUA NEW GUINEA,-4.739,152.548,170,,,,,,,,1,,1,,1
3044,,1916,,PHILIPPINES,11.1,122.3,170,,,,,,,,,,,,
3046,,1916,8.1,INDONESIA,-3,136,170,,,,,,,,,,,,
3047,,1916,8.1,INDONESIA,-3,135.5,170,,,,,,,,,,,,
3049,,1916,7.8,TURKEY,41,37,140,,,,,,,,,,,,
6266,Tsu,1916,,COSTA RICA,,,100,,,,,,,,,,,,
3050,,1916,8,JAPAN,29.5,131.5,30,,,,,,,,,,,,
3051,,1916,7.7,USA,48.5,178.5,150,,,,,,,,,,,,
3052,,1916,7.5,NICARAGUA,11,-86,100,,,,,,,,,,,,
3053,,1916,7.5,USA,53.3,-170,150,,,,,,,,,,,,
3054,,1916,7.8,JAPAN,33,141,30,,,,,,,,,,,,
3055,,1916,7.2,DOMINICAN REPUBLIC,18.5,-68,90,,,,,,,,1,,,,
3056,Tsu,1916,7,PANAMA,9.6,-82,90,,,,,,,0.025,1,,,,
3057,,1916,7.5,ARGENTINA,-28.5,-63,160,,,,,,,,,,,,
9990,Tsu,1916,5.1,ITALY,38.817,15.233,130,,,,,,,,1,,,,1
3058,,1916,7.5,PAPUA NEW GUINEA,-4,144.5,170,,,,,,,,,,,,
3059,,1916,7.5,BOLIVIA,-21,-68,160,,,,,,,,,,,,
3060,,1916,7.7,NEPAL,30,81,60,,,,,,,,,,,,
3062,,1916,6.5,TAIWAN,23.7,120.9,30,180,3,,,,,,2,614,3,,
3064,,1916,7.3,INDONESIA,-9,113,60,,,,,,,,3,340,3,,
3065,,1916,4.9,SLOVENIA,46.3,14.6,130,,,,,,,,,,,,
3066,,1916,7.7,RUSSIA,46.5,160,50,,,,,,,,,,,,
6523,Tsu,1916,,VENEZUELA,10.46,-67.77,90,,,,,,,,,,,,
7996,,1916,6,TAIWAN,24,121,30,1,1,,,20,1,,1,97,2,,
3069,,1917,6.3,TAIWAN,23.9,120.9,30,54,2,,,85,2,,1,130,3,,
3072,Tsu,1917,6.6,INDONESIA,-7,116,60,1500,4,,,,,,2,,2,,
3073,,1917,6.3,CHINA,31.3,116.2,30,,3,,,,,,3,,3,,
6267,Tsu,1917,6.5,CHINA,24.47,118.08,30,,,,,,,,1,,,,
3074,,1917,5.6,SLOVENIA,45.9,15.6,130,,,,,,,,,,,,
3076,Tsu,1917,7.8,RUSSIA,56.5,163,50,,,,,,,,,,,,
3078,Tsu,1917,6.4,PHILIPPINES,6,125,170,7,1,,,2,1,,2,,2,,
3080,,1917,5.5,ITALY,43.5,12.1,130,,,,,,,,,,,,
3081,Tsu,1917,8,KERMADEC ISLANDS (NEW ZEALAND),-29.2,-177,170,,,,,,,,,,,,
6268,Tsu,1917,5.8,TAIWAN,23.2,121.6,30,,,,,,,,,,,,
3083,,1917,7.9,USA,54.79,-169.12,150,,,,,,,,,,,,
3085,,1917,,ITALY,42.5,12.7,130,,,,,,,,,,,,
6877,,1917,6.7,EL SALVADOR,13.82,-89.31,100,,3,,,,,,4,,3,,
3087,Tsu,1917,8.3,SAMOA,-15.5,-173,170,2,1,,,,,,2,,3,,
3088,,1917,7.7,TAIWAN,25,123,30,,,,,,,,,,,,
3089,Tsu,1917,7.5,PAPUA NEW GUINEA,-3.705,141.729,170,,,,,,,,,,,,
3090,,1917,6.8,CHINA,28,104,30,1800,4,,,,,,4,,4,,
3091,,1917,7.5,CHINA,42.5,131,30,,,,,,,,,,,,
3094,,1917,7.8,INDONESIA,-7.5,128,170,,,,,,,,,,,,
3095,,1917,7.3,COLOMBIA,4,-74,160,3,1,,,,2,,1,,1,,
3096,,1917,,ITALY,41.7,13.6,130,,,,,,,,,,,,
3097,,1917,,ITALY,43.6,13.7,130,,,,,,,,,,,,
3099,Tsu,1917,7.5,KERMADEC ISLANDS (NEW ZEALAND),-29,-177.5,170,,,,,,,,,,,,
3101,,1917,6,GUATEMALA,14.6,-90.6,100,2650,4,,,,,,4,,,,
3102,,1917,7.7,MEXICO,15,-97,150,,,,,,,,,,,,
3105,,1918,,GUATEMALA,14,-90,100,,,,,,,,,,,,
3106,,1918,7.7,RUSSIA,45.4,136.5,50,,,,,,,,,,,,
3109,,1918,7.5,PHILIPPINES,6.5,126.5,170,,,,,,,,,,,,
3110,Tsu,1918,7.3,CHINA,23.5,117.2,30,2000,4,,,,4,,4,,4,,
3111,,1918,6.8,USA,33.7,-117,150,,,,,,,,,,,,
3112,Tsu,1918,7.9,CHILE,-28.5,-71.5,160,,,,,,,,,,,,
3114,,1918,7.5,PAPUA NEW GUINEA,-3.5,142.5,170,,,,,,,,,,,,
3115,,1918,7.6,BANGLADESH,24.5,91,60,,,,,,,,2,,,,
8101,Tsu,1918,5.5,CHINA,26.9,103,30,,,,,,,,1,,,,
3116,Tsu,1918,8.3,PHILIPPINES,5.5,123,170,52,2,,,,,,3,,,,
3118,Tsu,1918,8.3,RUSSIA,45.5,151.5,50,23,1,,,7,1,,2,,2,19,1
3121,,1918,,PHILIPPINES,20.4,121.95,170,,,,,,,,2,,2,,
3124,Tsu,1918,7.1,USA TERRITORY,18.7,-67.189,90,144,3,100,2,,,4,2,,,,
6270,Tsu,1918,,USA TERRITORY,18.5,-67.5,90,,,,,,,,,,,,
3125,Tsu,1918,7.8,RUSSIA,44.5,151.5,50,,,,,,,,,,,,
3127,,1918,,USA TERRITORY,18.2,-68.2,90,,,,,,,,,,,,
3128,,1918,8.1,INDONESIA,-7,129,170,,,,,,,,,,,,
3129,Tsu,1918,7.8,CHILE,-26,-71,160,,1,,,,,,3,,3,,
3104,,1918,,IRAN,34.5,58.2,140,,,,,,,,,,,,
6580,Tsu,1919,7.4,PHILIPPINES,8,126,170,,,,,,,,,,,,
3133,Tsu,1919,8.3,FIJI,-19.5,-176.5,170,,,,,,,,,,,,
3134,,1919,,PHILIPPINES,12,122,170,,,,,,,,2,,,,
6884,,1919,5.9,EL SALVADOR,13.69,-89.19,100,,2,,,,,,3,,,,3
3136,Tsu,1919,8.1,TONGA,-18.352,-172.515,170,,,,,,,,,,,,
3137,,1919,7.6,JAPAN,40.5,145.5,30,,,,,,,,,,,,
3140,Tsu,1919,8.2,PAPUA NEW GUINEA,-4.806,153.859,170,,,,,,,,1,,,,1
3143,,1919,6.2,ITALY,44,11.5,130,,,,,,,,,,,,
9939,Tsu,1919,6.6,NICARAGUA,12.33,-88.291,100,,,,,,,,,,,,
10214,Tsu,1919,,VENEZUELA,,,160,,,,,,,,2,,,,
3144,,1919,6.9,FIJI,-16.5,180,170,,,,,,,,2,,,,
7786,Tsu,1919,5.6,ITALY,41.4,12.6,130,,,,,,,,,,,,
3145,,1919,,ITALY,43.5,12.1,130,,,,,,,,,,,,
9798,Tsu,1919,,INDONESIA,-2.55,140.75,170,,,,,,,,1,,1,,
3146,,1919,,ITALY,41.6,14.2,130,,,,,,,,,,,,
3147,,1919,,GREECE,39.4,20.5,130,,,,,,,,,,,,
3148,,1920,7.8,MEXICO,19.26,-96.97,150,648,3,,,167,3,,2,,,,
6581,Tsu,1920,,INDONESIA,0.87,122.92,170,,,,,,,,,,,,
3150,Tsu,1920,7.7,PAPUA NEW GUINEA,-6.5,150,170,,,,,,,,1,,1,,
3151,,1920,6.2,GEORGIA,42,44.1,40,,3,,,,,,3,,,,3
3154,,1920,8,TAIWAN,23.5,122.7,30,5,1,,,20,1,,2,273,3,,
6273,Tsu,1920,7,CHILE,-38,-73.5,160,,,,,,,,2,,2,,2
3159,,1920,5.8,ITALY,44.3,10.3,130,1400,4,,,,,,,,,,
3162,Tsu,1920,7.8,NEW CALEDONIA,-19.919,168.53,170,,,,,,,,1,,,,
3163,,1920,6.2,ALBANIA,40.2,20,130,200,3,,,,,,3,,3,,
3165,Tsu,1920,8.3,CHINA,36.601,105.317,30,200000,4,,,,,25,4,,,,
3167,,1920,6,ARGENTINA,-32.7,-68.4,160,400,3,,,,,,3,,3,,
3168,Tsu,1920,5.6,ALBANIA,40.5,19.5,130,,3,,,,,,3,,3,,
3169,,1921,,ITALY,44.3,11.9,130,,,,,,,,,,,,
3170,,1921,7.5,GUATEMALA,15,-91,100,,,,,,,,,,,,
3172,,1921,7.7,MEXICO,19.7,-104.3,150,,,,,,,,,,,,
3173,Tsu,1921,6.2,INDONESIA,0.7,117.9,170,,,,,,,,2,,1,,1
7886,Tsu,1921,,CHINA,40.13,124.38,30,,,,,,,,1,,1,,
3174,,1921,5.9,ETHIOPIA,15.6,39.6,10,,2,,,,,,3,,,,
3175,Tsu,1921,7.5,INDONESIA,-11,111,60,,,,,,,,1,,,,
3176,,1921,4.8,CENTRAL AFRICAN REPUBLIC,3.8,16.3,10,,,,,,,,,,,,
3177,,1921,,ITALY,43.2,13.2,130,,,,,,,,,,,,
10469,,1921,5.2,USA,38.7,-112.1,150,,,,,2,1,,2,,,,3
3178,,1921,,INDONESIA,-2.3,138.8,170,,,,,,,,2,,,,
3179,,1921,,PHILIPPINES,7,126,170,,,,,,,,1,,,,2
3180,Tsu,1921,7.5,PHILIPPINES,8,127,170,,,,,,,,1,,,,2
3181,,1921,7.8,AFGHANISTAN,36.5,70.5,40,,,,,,,,,,,,
3183,,1921,,ITALY,42.7,12,130,,,,,,,,,,,,
3184,,1921,7.6,PERU,-2.5,-71,160,,,,,,,,,,,,
6582,Tsu,1922,7.2,PERU,-16.5,-73,160,,,,,,,,2,,3,,2
3186,,1922,7.6,COLOMBIA,2.5,-71,160,,,,,,,,,,,,
3187,,1922,7.6,PERU,-2.5,-71,160,,,,,,,,,,,,
7461,Tsu,1922,6.9,PAPUA NEW GUINEA,-7.111,143.53,170,,,,,,,,1,,1,,
3188,,1922,,PHILIPPINES,10.2,123.5,170,,,,,,,,,,,,
3189,,1922,7.6,USA,41,-125.5,150,,,,,,,,,,,,
3190,,1922,6.4,NICARAGUA,11.7,-70.85,100,,,,,,,,3,,,,
6275,Tsu,1922,,INDONESIA,-3.3,128.9,170,,,,,,,,,,,,
3191,Tsu,1922,6.3,PHILIPPINES,10.2,124.1,170,5,1,,,,,,2,,,,2
3192,Tsu,1922,6,PHILIPPINES,9,123.25,170,,,,,,,,2,,,,2
3194,,1922,6,SERBIA,44.4,20.4,130,,,,,,,,,,,,
6276,Tsu,1922,,INDONESIA,-1,100.35,60,,,,,,,,,,,,
3195,,1922,,ITALY,45.2,12.7,130,,,,,,,,,,,,
6278,Tsu,1922,,INDONESIA,5.5,95.2,60,,,,,,,,,,,,
3196,,1922,5.1,ALGERIA,36.3,1.3,15,,,,,,,,,,,,
3198,Tsu,1922,7.6,TAIWAN,24.5,122,30,5,1,,,7,1,,2,139,3,,
3200,,1922,7.4,PERU,-16,-72.5,160,,,,,,,,2,,3,,2
3201,,1922,7.5,RUSSIA,47,151.8,50,,,,,,,,,,,,
6315,Tsu,1922,,CHILE,-28,-72,160,,,,,,,,,,,,
3202,Tsu,1922,8.7,CHILE,-28.553,-70.755,160,700,3,,,,,,3,,3,,
3205,,1922,7.5,AFGHANISTAN,36.5,70.5,40,,,,,,,,,,,,
3207,,1922,,JAPAN,32.7,130.3,30,,,,,,,,,,,,
6279,Tsu,1922,6.3,NEW ZEALAND,-43,173,170,,,,,,,,,,,,
6280,Tsu,1923,7.2,USA,40.8,-124.5,150,,,,,,,,1,,,,
3212,Tsu,1923,8.3,RUSSIA,54,161,50,3,1,,,,,1.5,2,,2,,
3213,,1923,5.5,IRAN,37.6,57.3,140,,,,,,,,,,,,
10435,Tsu,1923,6.1,VIETNAM,10.1,109,30,,,,,,,,1,,,,
3214,,1923,6.8,ECUADOR,-0.4,-78.3,160,,,,,,,,,,,,
3215,,1923,7.7,RUSSIA,55,162.4,50,,,,,,,,,,,,
6281,Tsu,1923,7.2,PHILIPPINES,6.5,124,170,,,,,,,,,,,,
3216,,1923,,CROATIA,43.2,17.1,130,,,,,,,,,,,,
3218,,1923,7.3,CHINA,31.5,101,30,4800,4,,,,,,3,,4,,
3219,Tsu,1923,7.2,RUSSIA,56.5,162.5,50,18,1,,,,,,3,,3,,
6283,Tsu,1923,7,CHILE,-28.75,-71.75,160,,,,,,,,2,,2,,2
3220,,1923,,ITALY,43.7,12,130,,,,,,,,,,,,
3221,,1923,,INDONESIA,-7.7,109.2,60,,,,,,,,2,,,,
3223,,1923,5.7,IRAN,35.2,59.2,140,,,,,,,,,,,,
6284,Tsu,1923,,JAPAN,35.4,141.8,30,,,,,,,,,,,,
6285,Tsu,1923,5.5,PHILIPPINES,9.3,125,170,,,,,,,,,,,,
6633,Tsu,1923,,CHILE,-18.5,-70.3,160,,,,,,,,,,,,
3227,Tsu,1923,7.9,JAPAN,35.1,139.5,30,142807,4,43476,4,47000,4,600,4,695000,4,,
3229,Tsu,1923,7.7,JAPAN,34.9,140.2,30,,,,,,,,,,,,
10465,,1923,6.9,BANGLADESH,24.969,90.752,60,50,1,,,,,,2,,,,
3232,,1923,6.4,IRAN,37.2,57.7,140,157,3,,,,,,3,,,,
3233,,1923,6.9,IRAN,29.2,56.9,140,290,3,,,,,,,,,,
3235,,1923,7.5,INDONESIA,-1.75,128.75,170,,,,,,,,,,,,
6286,Tsu,1923,7.1,PAPUA NEW GUINEA,-4.653,154.232,170,,,,,,,,,,,,
6287,Tsu,1923,7.1,PAPUA NEW GUINEA,-4.539,153.107,170,,,,,,,,,,,,
3239,,1923,5.3,COLOMBIA,1,-77.5,160,,,,,,,,,,,,
3240,,1923,,ITALY,41.7,13.5,130,,,,,,,,,,,,
3241,,1923,,COLOMBIA,5.2,-73.2,160,,,,,,,,,,,,
3243,,1924,,JAPAN,35.5,139.5,30,,,,,,,,,,,,
3244,,1924,6.9,ECUADOR,-1.6,-78.6,160,,,,,,,,,,,,
6288,Tsu,1924,6.8,RUSSIA,49.179,142.436,50,,,,,,,,,,,,
3245,,1924,5.6,ALGERIA,35.1,5.2,15,,,,,,,,,,,,
6290,Tsu,1924,8.3,PHILIPPINES,6.5,126.5,170,,,,,,,,3,,3,,
6291,Tsu,1924,6.5,PHILIPPINES,16,118,170,,,,,,,,1,,,,
9072,,1924,5.3,TURKEY,39.7,42.8,140,50,1,,,,,,2,,3,,
3247,Tsu,1924,7.8,AUSTRALIA,-56,157.5,170,,,,,,,,,,,,
3248,,1924,7.6,RUSSIA,44.737,147.416,50,,,,,,,,,,,,
7997,,1924,7.3,CHINA,36.8,83.8,40,100,2,,,,,,2,,2,,
3249,,1924,7.5,AUSTRALIA,-49.5,159,170,,,,,,,,,,,,
7099,Tsu,1924,,ICELAND,64.15,-21.95,120,,,,,,,,,,,,
3250,Tsu,1924,7.3,PHILIPPINES,8.5,126.5,170,,,,,,,,2,,2,,
3252,,1924,6.8,TURKEY,40,42,140,60,2,,,,,,2,380,3,,
3253,,1924,,ITALY,43.8,13.2,130,,,,,,,,,,,,
3254,,1924,,INDONESIA,-7.3,109.8,60,,,,,,,,,,,,
3255,,1924,,ITALY,42.5,12.7,130,,,,,,,,,,,,
3256,,1924,,INDONESIA,-7.3,109.9,60,,,,,,,,,,,,
6294,Tsu,1925,,INDONESIA,-8,115,60,,,,,,,,,,,,
3257,,1925,5.8,TURKEY,41.2,42.8,140,200,3,,,,,,,,,,
6295,Tsu,1925,6.8,USA,60,-146,150,,,,,,,,,,,,
3258,,1925,,ITALY,46.1,12.2,130,,,,,,,,,,,,
3261,,1925,7,CHINA,25.7,100.4,30,5000,4,,,,4,,4,,4,,
3262,,1925,,ITALY,43.2,10.9,130,,,,,,,,,,,,
3263,,1925,7.6,VANUATU,-18.5,168.5,170,,,,,,,,,,,,
6583,Tsu,1925,6.8,PHILIPPINES,9.3,122.7,170,17,1,,,,,,2,,2,,
3264,,1925,,ITALY,43.2,10.8,130,,,,,,,,,,,,
6543,Tsu,1925,7.1,CHILE,-26,-71.5,160,,,,,,,,,,,,
3267,,1925,6.8,JAPAN,35.75,134.75,30,395,3,,,,,,4,3333,4,,
3268,Tsu,1925,6.3,PHILIPPINES,12.2,122.1,170,,,,,,,,,,,,
9672,,1925,6.7,USA,46.4,-111.24,150,,,,,,,0.15,1,,,,2
3270,,1925,6.8,USA,34.418,-120.196,150,13,1,,,,,8,3,,3,,
3272,,1925,,ITALY,40.2,16.1,130,,,,,,,,,,,,
3274,,1925,5.9,TURKEY,38,30.5,140,3,1,,,,,,3,2043,4,,
3275,,1925,6.7,NICARAGUA,12.2,-85.2,100,,,,,,,,,,,,
3277,,1925,7.5,ATLANTIC OCEAN,11,-42,70,,,,,,,,,,,,
3278,,1925,5.8,CHINA,27,100,30,12,1,,,,3,,2,500,3,,
3279,Tsu,1925,7.3,PHILIPPINES,13,125,170,,2,,,,3,,2,,3,,
6317,Tsu,1925,7,MEXICO,18.5,-107,150,,,,,,,,2,,,,
3280,,1925,,ITALY,44.2,12.2,130,,,,,,,,,,,,
3281,,1925,5.5,IRAN,34.6,58.1,140,,,,,,,,,,,,
3282,,1925,5.5,IRAN,28.5,51.2,140,,,,,,,,,,,,
10416,Tsu,1926,7.5,SOLOMON ISLANDS,-10.061,159.215,170,,,,,,,,1,,,,
6298,Tsu,1926,,USA,20.5,-155.5,150,,,,,,,,,,,,
3284,,1926,7.5,SOLOMON ISLANDS,-10,161,170,,,,,,,,,,,,
3285,,1926,,ITALY,41.5,13.8,130,,,,,,,,,,,,
3288,,1926,7.9,GREECE,36.5,27.5,130,,2,,,,,,3,,,,
3290,Tsu,1926,5.8,INDONESIA,-0.7,100.6,60,,3,,,,3,,2,,,,
3291,,1926,,ITALY,44.6,10.7,130,,,,,,,,,,,,
3292,,1926,7.5,JAPAN,27,127,30,,,,,,,,,,,,
7865,,1926,,INDONESIA,-0.3,100.4,60,,3,,,,,,2,,2,,
3293,Tsu,1926,5.3,ITALY,38.567,14.833,130,,,,,,,,,,,,
7864,Tsu,1926,5.8,AZORES (PORTUGAL),37.973,-28.59,130,9,1,,,200,3,,2,,3,,1
6300,Tsu,1926,6.9,SOLOMON ISLANDS,-9.674,159.519,170,,,,,,,,2,,,,2
3294,,1926,7.9,AUSTRALIA,-49,161,170,,,,,,,,,,,,
3295,,1926,,MONTENEGRO,42.6,18.5,130,,,,,,,,,,,,
3296,,1926,5.7,TURKEY,40.7,43.7,140,,,,,,,,,,,,
3297,,1926,7.9,INDONESIA,-3.5,138.5,170,,,,,,,,,,,,
3298,,1926,7,NICARAGUA,12.3,-85.8,100,,,,,,,,,,,,
3299,,1926,5.5,CHINA,25.6,100.3,30,,3,,,,,,1,,2,,
6318,Tsu,1926,6,CHILE,-28,-71,160,,,,,,,,,,,,
3300,,1926,,INDONESIA,-7.1,109,60,,,,,,2,,3,,,,
3301,,1926,5.8,ALBANIA,41,19.5,130,,,,,,,,3,,3,,
3304,,1926,,MOROCCO,34,-4.6,15,,,,,,,,,,,,
3305,Tsu,1927,5.8,USA,32.5,-115.5,150,1,1,,,,1,3,2,,1,20,1
3306,Tsu,1927,7.3,JAPAN,35.6,135.1,30,3022,4,,,3295,4,40,4,15594,4,9821,4
3310,,1927,6,CHINA,26,103,30,,2,,,,,,2,,3,,
3311,,1927,5,CHINA,24.1,102,30,7,1,,,,,,1,,1,,
3312,,1927,,ITALY,41.5,13.8,130,,,,,,,,,,,,
3313,,1927,5.9,SERBIA,44.1,20.5,130,,,,,,,,,,,,
3315,,1927,7.6,CHINA,36.75,102,30,40912,4,,,524,3,,4,26674,4,,
3318,,1927,,ITALY,45,7,130,,,,,,,,,,,,
6508,Tsu,1927,6,UKRAINE,44.4,34.4,110,,,,,,,,2,,,,
3321,,1927,7.3,GREECE,36.75,22.75,130,,,,,,,,,,,,
3325,,1927,6.3,ISRAEL,32,35.5,140,268,3,,,,,,3,,,,
6301,Tsu,1927,6.9,JAPAN,37.9,142,30,,,,,,,,1,,,,
3327,,1927,,SLOVENIA,45.8,14.2,130,,,,,,,,,,,,
3328,,1927,,ITALY,42.9,13.1,130,,,,,,,,,,,,
6584,Tsu,1927,6.9,JAPAN,34.2,142,30,,,,,,,,,,,,
3329,,1927,6.8,TAIWAN,23,120.5,30,30,1,,,190,3,,2,200,3,,
3330,Tsu,1927,6.8,UKRAINE,44.4,34.5,110,11,1,,,122,3,,4,,4,,4
6509,,1927,5.7,UKRAINE,44.4,34.3,110,,,,,,2,,1,,,,2
3331,,1927,,ITALY,41.9,13.5,130,,,,,,,,,,,,
7442,Tsu,1927,7.1,USA,57.69,-136.07,150,,,,,,,,,,,,
3332,,1927,,ITALY,44.5,9.6,130,,,,,,,,,,,,
3335,Tsu,1927,7.3,USA,34.813,-120.774,150,,,,,,,,2,,,,
3336,,1927,,ITALY,44.5,9.6,130,,,,,,,,,,,,
6302,Tsu,1927,7.1,CHILE,-44.6,-73,160,,,,,,,,,,,,
3337,,1927,,ITALY,45.8,11.8,130,,,,,,,,,,,,
3338,,1927,5.5,CHINA,25.2,102.5,30,,3,,,,,,2,,3,,
3339,Tsu,1927,6.3,INDONESIA,-0.7,119.7,170,50,1,,,50,1,,3,,3,,
6303,Tsu,1927,7.5,RUSSIA,55.663,160.039,50,,,,,,,,,,,,
3340,,1928,,ITALY,42.9,11.6,130,,,,,,,,,,,,
3341,,1928,,FRANCE,44.2,9.2,120,,,,,,,,,,,,
6304,Tsu,1928,5.8,CANADA,49,-125,150,,,,,,,,,,,,
3342,,1928,7.7,MEXICO,17.8,-97.6,150,,,,,,,,,,,,
3343,,1928,6,ITALY,38.8,16,130,,,,,,,,,,,,
3345,,1928,5,IRAN,31.6,60,140,,,,,,,,,,,,
3346,,1928,8.1,INDIAN OCEAN,-2.5,88.5,60,,,,,,,,,,,,
3347,,1928,7.5,NEW CALEDONIA,-22,170.5,170,,,,,,,,,,,,
3348,Tsu,1928,7.7,MEXICO,15.67,-96.1,150,,,,,,,,,,,,
3351,,1928,5.8,ITALY,46.4,13,120,,,,,40,1,,2,,3,,
3353,Tsu,1928,6.5,TURKEY,38.1,27.4,140,170,3,,,700,3,,4,2600,4,,3
3357,Tsu,1928,6.9,PERU,-13,-69.5,160,10,1,,,,,,3,,3,,
3358,,1928,6.8,BULGARIA,42.2,25.3,110,127,3,,,1735,4,,4,74750,4,,
3361,,1928,7.8,MEXICO,17.75,-97.1,150,,,,,,,,1,,,,
3363,,1928,7,BULGARIA,42.1,25,110,,3,,,,4,,4,,4,,
3366,Tsu,1928,6,GREECE,38,23,130,20,1,,,,,,4,3000,4,,
7776,Tsu,1928,5,GREECE,38,23.5,130,,,,,,,,,,,,
8217,Tsu,1928,5.2,GREECE,38,23,130,,,,,,,,,,,,
6077,Tsu,1928,6.8,PERU,-13,-69.5,160,,,,,,,,,,,,
6078,Tsu,1928,4.3,TURKEY,40.8,26.8,140,,,,,,,,,,,,
3367,,1928,7.3,PERU,-5,-78,160,,,,,,,,,,,,
6079,Tsu,1928,,TONGA,-19.8,-174.345,170,,,,,,,,,,,,
6628,Tsu,1928,,JAPAN,40,143.2,30,,,,,,,,,,,,
3368,Tsu,1928,7,PHILIPPINES,12.4,120.9,170,,,,,,,,2,,2,,
3371,Tsu,1928,7.7,MEXICO,16.028,-97.036,150,4,1,,,,,,2,,,,
6080,Tsu,1928,7,PERU,-5.5,-79,160,,,,,,,,,,,,
7998,,1928,5.8,CHINA,31.5,120.5,30,6,1,,,10,1,,2,,2,,
3373,,1928,5.4,IRAN,37.3,57.9,140,,,,,,,,,,,,
3376,,1928,7.6,MEXICO,16,-97,150,,,,,,,,,,,,
6081,Tsu,1928,7.1,CHILE,-22.5,-70.5,160,,,,,,,,,,,,
